CustomerID,Date,ProductName,Category,Quantity,UnitPrice,TotalPrice
33,2023-07-08,Vino Tinto,Licores,1,10,10
33,2023-07-08,Cloro (1L),Limpieza,1,2,2
139,2023-07-10,Agua Mineral 5L,Bebidas/Panadería,1,4,4
158,2023-07-10,Bolsas de Basura,Limpieza,1,3,3
266,2023-07-10,Crema Dental,Cuidado Personal,1,3,3
266,2023-07-10,Hielo (bolsa),Bebidas/Panadería,1,2,2
64,2023-07-10,Hielo (bolsa),Bebidas/Panadería,1,2,2
64,2023-07-10,Aceitunas,Snacks,1,4,4
121,2023-07-10,Champú,Cuidado Personal,1,5,5
121,2023-07-10,Bolsas de Basura,Limpieza,1,3,3
266,2023-07-10,Caja de Cigarros,Licores,1,5,5
100,2023-07-10,Caja de Cerveza,Licores,1,20,20
100,2023-07-10,Vino Tinto,Licores,1,10,10
139,2023-07-10,Champú,Cuidado Personal,1,5,5
100,2023-07-10,Hielo (bolsa),Bebidas/Panadería,1,2,2
68,2023-07-10,Queso Amarillo (kg),Snacks,1,12,12
139,2023-07-10,Papas Fritas,Snacks,1,3,3
117,2023-07-10,Vino Tinto,Licores,1,10,10
169,2023-07-10,Queso Amarillo (kg),Snacks,1,12,12
281,2023-07-10,Servilletas,Limpieza,1,1,1
281,2023-07-10,Mix de Maní,Snacks,1,4,4
117,2023-07-10,Crema Dental,Cuidado Personal,1,3,3
117,2023-07-10,Papas Fritas,Snacks,1,3,3
169,2023-07-10,Jamón Serrano (100g),Snacks,1,8,8
139,2023-07-10,Queso Amarillo (kg),Snacks,1,12,12
266,2023-07-10,Cloro (1L),Limpieza,1,2,2
200,2023-07-11,Afeitadoras,Cuidado Personal,1,4,4
191,2023-07-11,Papas Fritas,Snacks,1,3,3
104,2023-07-11,Queso Amarillo (kg),Snacks,1,12,12
104,2023-07-11,Jamón Serrano (100g),Snacks,1,8,8
104,2023-07-11,Jabón de Baño,Cuidado Personal,1,2,2
191,2023-07-11,Pan Campesino,Bebidas/Panadería,1,2,2
191,2023-07-11,Servilletas,Limpieza,1,1,1
181,2023-07-12,Bolsas de Basura,Limpieza,1,3,3
224,2023-07-12,Caja de Cerveza,Licores,1,20,20
122,2023-07-12,Afeitadoras,Cuidado Personal,1,4,4
122,2023-07-12,Queso Amarillo (kg),Snacks,1,12,12
122,2023-07-12,Papas Fritas,Snacks,1,3,3
129,2023-07-12,Caja de Cerveza,Licores,1,20,20
83,2023-07-12,Papas Fritas,Snacks,1,3,3
83,2023-07-12,Servilletas,Limpieza,1,1,1
173,2023-07-12,Hielo (bolsa),Bebidas/Panadería,1,2,2
102,2023-07-12,Papas Fritas,Snacks,1,3,3
284,2023-07-12,Caja de Cerveza,Licores,1,20,20
83,2023-07-12,Afeitadoras,Cuidado Personal,1,4,4
157,2023-07-12,Queso Amarillo (kg),Snacks,1,12,12
157,2023-07-12,Afeitadoras,Cuidado Personal,1,4,4
157,2023-07-12,Jamón Serrano (100g),Snacks,1,8,8
157,2023-07-12,Jamón Serrano (100g),Snacks,1,8,8
284,2023-07-12,Bolsas de Basura,Limpieza,1,3,3
173,2023-07-12,Afeitadoras,Cuidado Personal,1,4,4
83,2023-07-12,Queso Amarillo (kg),Snacks,1,12,12
173,2023-07-13,Lavaplatos,Limpieza,1,3,3
173,2023-07-13,Vodka,Licores,1,18,18
62,2023-07-13,Vino Tinto,Licores,1,10,10
189,2023-07-13,Vino Tinto,Licores,1,10,10
189,2023-07-13,Mix de Maní,Snacks,1,4,4
196,2023-07-13,Afeitadoras,Cuidado Personal,1,4,4
173,2023-07-13,Caja de Cigarros,Licores,1,5,5
103,2023-07-13,Mix de Maní,Snacks,1,4,4
196,2023-07-13,Papas Fritas,Snacks,1,3,3
103,2023-07-13,Caja de Cerveza,Licores,1,20,20
126,2023-07-13,Vodka,Licores,1,18,18
173,2023-07-13,Aceitunas,Snacks,1,4,4
196,2023-07-13,Crema Dental,Cuidado Personal,1,3,3
62,2023-07-13,Caja de Cerveza,Licores,1,20,20
124,2023-07-13,Jabón de Baño,Cuidado Personal,1,2,2
71,2023-07-13,Crema Dental,Cuidado Personal,1,3,3
5,2023-07-14,Queso Amarillo (kg),Snacks,1,12,12
24,2023-07-14,Jamón Serrano (100g),Snacks,1,8,8
39,2023-07-14,Queso Amarillo (kg),Snacks,1,12,12
33,2023-07-14,Lavaplatos,Limpieza,1,3,3
5,2023-07-14,Hielo (bolsa),Bebidas/Panadería,1,2,2
223,2023-07-14,Afeitadoras,Cuidado Personal,1,4,4
24,2023-07-14,Servilletas,Limpieza,1,1,1
24,2023-07-14,Mix de Maní,Snacks,1,4,4
24,2023-07-14,Jamón Serrano (100g),Snacks,1,8,8
24,2023-07-14,Hielo (bolsa),Bebidas/Panadería,1,2,2
5,2023-07-14,Crema Dental,Cuidado Personal,1,3,3
33,2023-07-14,Cloro (1L),Limpieza,1,2,2
33,2023-07-14,Lavaplatos,Limpieza,1,3,3
33,2023-07-14,Crema Dental,Cuidado Personal,1,3,3
33,2023-07-14,Caja de Cigarros,Licores,1,5,5
223,2023-07-14,Agua Mineral 5L,Bebidas/Panadería,1,4,4
39,2023-07-14,Pan Campesino,Bebidas/Panadería,1,2,2
33,2023-07-14,Refresco 2L,Bebidas/Panadería,1,3,3
24,2023-07-14,Mix de Maní,Snacks,1,4,4
39,2023-07-14,Caja de Cigarros,Licores,1,5,5
212,2023-07-14,Servilletas,Limpieza,1,1,1
229,2023-07-14,Agua Mineral 5L,Bebidas/Panadería,1,4,4
24,2023-07-14,Vino Tinto,Licores,1,10,10
25,2023-07-15,Aceitunas,Snacks,1,4,4
25,2023-07-15,Champú,Cuidado Personal,1,5,5
10,2023-07-15,Cloro (1L),Limpieza,1,2,2
8,2023-07-15,Papas Fritas,Snacks,1,3,3
8,2023-07-15,Queso Amarillo (kg),Snacks,1,12,12
8,2023-07-15,Servilletas,Limpieza,1,1,1
8,2023-07-15,Afeitadoras,Cuidado Personal,1,4,4
8,2023-07-15,Mix de Maní,Snacks,1,4,4
10,2023-07-15,Cloro (1L),Limpieza,1,2,2
48,2023-07-15,Bolsas de Basura,Limpieza,1,3,3
10,2023-07-15,Pan Campesino,Bebidas/Panadería,1,2,2
25,2023-07-15,Jabón de Baño,Cuidado Personal,1,2,2
25,2023-07-15,Bolsas de Basura,Limpieza,1,3,3
26,2023-07-15,Papas Fritas,Snacks,1,3,3
26,2023-07-15,Vodka,Licores,1,18,18
26,2023-07-15,Servilletas,Limpieza,1,1,1
48,2023-07-15,Jamón Serrano (100g),Snacks,1,8,8
8,2023-07-15,Pan Campesino,Bebidas/Panadería,1,2,2
48,2023-07-15,Mix de Maní,Snacks,1,4,4
10,2023-07-15,Bolsas de Basura,Limpieza,1,3,3
10,2023-07-15,Refresco 2L,Bebidas/Panadería,1,3,3
8,2023-07-15,Caja de Cerveza,Licores,1,20,20
79,2023-07-17,Mix de Maní,Snacks,1,4,4
79,2023-07-17,Vodka,Licores,1,18,18
114,2023-07-17,Agua Mineral 5L,Bebidas/Panadería,1,4,4
64,2023-07-17,Caja de Cigarros,Licores,1,5,5
79,2023-07-17,Crema Dental,Cuidado Personal,1,3,3
79,2023-07-17,Servilletas,Limpieza,1,1,1
62,2023-07-17,Refresco 2L,Bebidas/Panadería,1,3,3
198,2023-07-17,Bolsas de Basura,Limpieza,1,3,3
104,2023-07-17,Bolsas de Basura,Limpieza,1,3,3
188,2023-07-17,Pan Campesino,Bebidas/Panadería,1,2,2
74,2023-07-17,Vino Tinto,Licores,1,10,10
74,2023-07-17,Aceitunas,Snacks,1,4,4
188,2023-07-17,Pan Campesino,Bebidas/Panadería,1,2,2
188,2023-07-17,Afeitadoras,Cuidado Personal,1,4,4
188,2023-07-17,Mix de Maní,Snacks,1,4,4
66,2023-07-17,Cloro (1L),Limpieza,1,2,2
177,2023-07-17,Vino Tinto,Licores,1,10,10
66,2023-07-17,Crema Dental,Cuidado Personal,1,3,3
104,2023-07-17,Mix de Maní,Snacks,1,4,4
104,2023-07-17,Bolsas de Basura,Limpieza,1,3,3
104,2023-07-17,Champú,Cuidado Personal,1,5,5
177,2023-07-18,Hielo (bolsa),Bebidas/Panadería,1,2,2
80,2023-07-18,Pan Campesino,Bebidas/Panadería,1,2,2
80,2023-07-18,Crema Dental,Cuidado Personal,1,3,3
80,2023-07-18,Vodka,Licores,1,18,18
177,2023-07-18,Champú,Cuidado Personal,1,5,5
80,2023-07-18,Queso Amarillo (kg),Snacks,1,12,12
79,2023-07-18,Jabón de Baño,Cuidado Personal,1,2,2
104,2023-07-18,Servilletas,Limpieza,1,1,1
177,2023-07-18,Vino Tinto,Licores,1,10,10
177,2023-07-18,Caja de Cigarros,Licores,1,5,5
165,2023-07-18,Pan Campesino,Bebidas/Panadería,1,2,2
123,2023-07-18,Champú,Cuidado Personal,1,5,5
79,2023-07-18,Ron Añejo,Licores,1,15,15
79,2023-07-18,Ron Añejo,Licores,1,15,15
79,2023-07-18,Hielo (bolsa),Bebidas/Panadería,1,2,2
194,2023-07-18,Cloro (1L),Limpieza,1,2,2
102,2023-07-18,Ron Añejo,Licores,1,15,15
165,2023-07-18,Ron Añejo,Licores,1,15,15
102,2023-07-18,Bolsas de Basura,Limpieza,1,3,3
194,2023-07-18,Refresco 2L,Bebidas/Panadería,1,3,3
165,2023-07-18,Vino Tinto,Licores,1,10,10
123,2023-07-18,Jabón de Baño,Cuidado Personal,1,2,2
165,2023-07-18,Aceitunas,Snacks,1,4,4
123,2023-07-18,Jabón de Baño,Cuidado Personal,1,2,2
123,2023-07-18,Vodka,Licores,1,18,18
111,2023-07-19,Queso Amarillo (kg),Snacks,1,12,12
111,2023-07-19,Lavaplatos,Limpieza,1,3,3
111,2023-07-19,Lavaplatos,Limpieza,1,3,3
179,2023-07-19,Cloro (1L),Limpieza,1,2,2
111,2023-07-19,Vodka,Licores,1,18,18
173,2023-07-19,Refresco 2L,Bebidas/Panadería,1,3,3
173,2023-07-19,Jamón Serrano (100g),Snacks,1,8,8
253,2023-07-19,Cloro (1L),Limpieza,1,2,2
253,2023-07-19,Caja de Cerveza,Licores,1,20,20
136,2023-07-19,Refresco 2L,Bebidas/Panadería,1,3,3
136,2023-07-19,Mix de Maní,Snacks,1,4,4
136,2023-07-19,Bolsas de Basura,Limpieza,1,3,3
168,2023-07-19,Jamón Serrano (100g),Snacks,1,8,8
168,2023-07-19,Afeitadoras,Cuidado Personal,1,4,4
179,2023-07-19,Pan Campesino,Bebidas/Panadería,1,2,2
179,2023-07-19,Lavaplatos,Limpieza,1,3,3
173,2023-07-19,Pan Campesino,Bebidas/Panadería,1,2,2
173,2023-07-19,Pan Campesino,Bebidas/Panadería,1,2,2
179,2023-07-19,Papas Fritas,Snacks,1,3,3
289,2023-07-19,Bolsas de Basura,Limpieza,1,3,3
185,2023-07-19,Caja de Cigarros,Licores,1,5,5
185,2023-07-19,Jamón Serrano (100g),Snacks,1,8,8
168,2023-07-19,Jabón de Baño,Cuidado Personal,1,2,2
168,2023-07-19,Jabón de Baño,Cuidado Personal,1,2,2
191,2023-07-20,Hielo (bolsa),Bebidas/Panadería,1,2,2
84,2023-07-20,Afeitadoras,Cuidado Personal,1,4,4
84,2023-07-20,Mix de Maní,Snacks,1,4,4
191,2023-07-20,Vodka,Licores,1,18,18
191,2023-07-20,Lavaplatos,Limpieza,1,3,3
191,2023-07-20,Champú,Cuidado Personal,1,5,5
86,2023-07-20,Champú,Cuidado Personal,1,5,5
102,2023-07-20,Mix de Maní,Snacks,1,4,4
102,2023-07-20,Champú,Cuidado Personal,1,5,5
88,2023-07-20,Caja de Cerveza,Licores,1,20,20
88,2023-07-20,Caja de Cerveza,Licores,1,20,20
195,2023-07-20,Queso Amarillo (kg),Snacks,1,12,12
102,2023-07-20,Agua Mineral 5L,Bebidas/Panadería,1,4,4
195,2023-07-20,Caja de Cerveza,Licores,1,20,20
120,2023-07-20,Aceitunas,Snacks,1,4,4
88,2023-07-20,Afeitadoras,Cuidado Personal,1,4,4
179,2023-07-20,Papas Fritas,Snacks,1,3,3
179,2023-07-20,Aceitunas,Snacks,1,4,4
120,2023-07-20,Ron Añejo,Licores,1,15,15
102,2023-07-20,Afeitadoras,Cuidado Personal,1,4,4
1,2023-07-21,Queso Amarillo (kg),Snacks,1,12,12
53,2023-07-21,Caja de Cerveza,Licores,1,20,20
53,2023-07-21,Caja de Cerveza,Licores,1,20,20
53,2023-07-21,Hielo (bolsa),Bebidas/Panadería,1,2,2
17,2023-07-21,Crema Dental,Cuidado Personal,1,3,3
1,2023-07-21,Pan Campesino,Bebidas/Panadería,1,2,2
53,2023-07-21,Queso Amarillo (kg),Snacks,1,12,12
1,2023-07-21,Refresco 2L,Bebidas/Panadería,1,3,3
17,2023-07-21,Bolsas de Basura,Limpieza,1,3,3
231,2023-07-21,Crema Dental,Cuidado Personal,1,3,3
17,2023-07-21,Mix de Maní,Snacks,1,4,4
17,2023-07-21,Servilletas,Limpieza,1,1,1
1,2023-07-21,Servilletas,Limpieza,1,1,1
226,2023-07-21,Jamón Serrano (100g),Snacks,1,8,8
53,2023-07-21,Vino Tinto,Licores,1,10,10
226,2023-07-21,Jabón de Baño,Cuidado Personal,1,2,2
1,2023-07-21,Vodka,Licores,1,18,18
279,2023-07-21,Pan Campesino,Bebidas/Panadería,1,2,2
17,2023-07-21,Servilletas,Limpieza,1,1,1
17,2023-07-21,Queso Amarillo (kg),Snacks,1,12,12
2,2023-07-22,Caja de Cigarros,Licores,1,5,5
2,2023-07-22,Cloro (1L),Limpieza,1,2,2
11,2023-07-22,Caja de Cerveza,Licores,1,20,20
11,2023-07-22,Queso Amarillo (kg),Snacks,1,12,12
2,2023-07-22,Hielo (bolsa),Bebidas/Panadería,1,2,2
50,2023-07-22,Queso Amarillo (kg),Snacks,1,12,12
2,2023-07-22,Champú,Cuidado Personal,1,5,5
50,2023-07-22,Caja de Cerveza,Licores,1,20,20
50,2023-07-22,Mix de Maní,Snacks,1,4,4
7,2023-07-22,Refresco 2L,Bebidas/Panadería,1,3,3
50,2023-07-22,Papas Fritas,Snacks,1,3,3
11,2023-07-22,Jabón de Baño,Cuidado Personal,1,2,2
2,2023-07-22,Servilletas,Limpieza,1,1,1
50,2023-07-22,Bolsas de Basura,Limpieza,1,3,3
50,2023-07-22,Ron Añejo,Licores,1,15,15
7,2023-07-22,Champú,Cuidado Personal,1,5,5
7,2023-07-22,Cloro (1L),Limpieza,1,2,2
7,2023-07-22,Queso Amarillo (kg),Snacks,1,12,12
7,2023-07-22,Servilletas,Limpieza,1,1,1
7,2023-07-22,Vodka,Licores,1,18,18
196,2023-07-24,Vodka,Licores,1,18,18
168,2023-07-24,Lavaplatos,Limpieza,1,3,3
168,2023-07-24,Jamón Serrano (100g),Snacks,1,8,8
86,2023-07-24,Champú,Cuidado Personal,1,5,5
86,2023-07-24,Hielo (bolsa),Bebidas/Panadería,1,2,2
86,2023-07-24,Bolsas de Basura,Limpieza,1,3,3
196,2023-07-24,Vodka,Licores,1,18,18
176,2023-07-24,Jamón Serrano (100g),Snacks,1,8,8
176,2023-07-24,Jabón de Baño,Cuidado Personal,1,2,2
122,2023-07-24,Refresco 2L,Bebidas/Panadería,1,3,3
264,2023-07-24,Pan Campesino,Bebidas/Panadería,1,2,2
78,2023-07-24,Queso Amarillo (kg),Snacks,1,12,12
232,2023-07-24,Caja de Cerveza,Licores,1,20,20
232,2023-07-24,Afeitadoras,Cuidado Personal,1,4,4
176,2023-07-24,Vodka,Licores,1,18,18
122,2023-07-24,Mix de Maní,Snacks,1,4,4
176,2023-07-24,Vino Tinto,Licores,1,10,10
101,2023-07-24,Caja de Cerveza,Licores,1,20,20
186,2023-07-25,Lavaplatos,Limpieza,1,3,3
160,2023-07-25,Agua Mineral 5L,Bebidas/Panadería,1,4,4
113,2023-07-25,Ron Añejo,Licores,1,15,15
186,2023-07-25,Refresco 2L,Bebidas/Panadería,1,3,3
113,2023-07-25,Agua Mineral 5L,Bebidas/Panadería,1,4,4
197,2023-07-25,Cloro (1L),Limpieza,1,2,2
198,2023-07-25,Afeitadoras,Cuidado Personal,1,4,4
198,2023-07-25,Ron Añejo,Licores,1,15,15
198,2023-07-25,Papas Fritas,Snacks,1,3,3
113,2023-07-25,Jabón de Baño,Cuidado Personal,1,2,2
162,2023-07-25,Cloro (1L),Limpieza,1,2,2
198,2023-07-25,Lavaplatos,Limpieza,1,3,3
186,2023-07-25,Bolsas de Basura,Limpieza,1,3,3
197,2023-07-25,Ron Añejo,Licores,1,15,15
186,2023-07-25,Queso Amarillo (kg),Snacks,1,12,12
132,2023-07-25,Caja de Cerveza,Licores,1,20,20
152,2023-07-25,Hielo (bolsa),Bebidas/Panadería,1,2,2
132,2023-07-25,Refresco 2L,Bebidas/Panadería,1,3,3
106,2023-07-25,Pan Campesino,Bebidas/Panadería,1,2,2
106,2023-07-25,Vodka,Licores,1,18,18
132,2023-07-25,Refresco 2L,Bebidas/Panadería,1,3,3
197,2023-07-25,Agua Mineral 5L,Bebidas/Panadería,1,4,4
152,2023-07-25,Pan Campesino,Bebidas/Panadería,1,2,2
152,2023-07-25,Hielo (bolsa),Bebidas/Panadería,1,2,2
132,2023-07-25,Hielo (bolsa),Bebidas/Panadería,1,2,2
132,2023-07-25,Vodka,Licores,1,18,18
106,2023-07-25,Pan Campesino,Bebidas/Panadería,1,2,2
152,2023-07-25,Vodka,Licores,1,18,18
66,2023-07-26,Agua Mineral 5L,Bebidas/Panadería,1,4,4
100,2023-07-26,Jabón de Baño,Cuidado Personal,1,2,2
100,2023-07-26,Servilletas,Limpieza,1,1,1
165,2023-07-26,Vino Tinto,Licores,1,10,10
144,2023-07-26,Cloro (1L),Limpieza,1,2,2
66,2023-07-26,Mix de Maní,Snacks,1,4,4
174,2023-07-26,Mix de Maní,Snacks,1,4,4
174,2023-07-26,Queso Amarillo (kg),Snacks,1,12,12
100,2023-07-26,Aceitunas,Snacks,1,4,4
100,2023-07-26,Cloro (1L),Limpieza,1,2,2
93,2023-07-26,Queso Amarillo (kg),Snacks,1,12,12
66,2023-07-26,Caja de Cigarros,Licores,1,5,5
96,2023-07-26,Caja de Cerveza,Licores,1,20,20
195,2023-07-26,Hielo (bolsa),Bebidas/Panadería,1,2,2
293,2023-07-26,Servilletas,Limpieza,1,1,1
96,2023-07-26,Cloro (1L),Limpieza,1,2,2
293,2023-07-26,Aceitunas,Snacks,1,4,4
96,2023-07-26,Jamón Serrano (100g),Snacks,1,8,8
80,2023-07-26,Caja de Cerveza,Licores,1,20,20
96,2023-07-26,Queso Amarillo (kg),Snacks,1,12,12
90,2023-07-26,Servilletas,Limpieza,1,1,1
193,2023-07-26,Vino Tinto,Licores,1,10,10
80,2023-07-26,Agua Mineral 5L,Bebidas/Panadería,1,4,4
80,2023-07-26,Vodka,Licores,1,18,18
80,2023-07-26,Vodka,Licores,1,18,18
195,2023-07-26,Caja de Cerveza,Licores,1,20,20
217,2023-07-26,Caja de Cigarros,Licores,1,5,5
193,2023-07-27,Hielo (bolsa),Bebidas/Panadería,1,2,2
193,2023-07-27,Queso Amarillo (kg),Snacks,1,12,12
190,2023-07-27,Afeitadoras,Cuidado Personal,1,4,4
190,2023-07-27,Papas Fritas,Snacks,1,3,3
193,2023-07-27,Caja de Cigarros,Licores,1,5,5
190,2023-07-27,Champú,Cuidado Personal,1,5,5
193,2023-07-27,Jabón de Baño,Cuidado Personal,1,2,2
193,2023-07-27,Crema Dental,Cuidado Personal,1,3,3
63,2023-07-27,Jabón de Baño,Cuidado Personal,1,2,2
39,2023-07-28,Jamón Serrano (100g),Snacks,1,8,8
39,2023-07-28,Caja de Cerveza,Licores,1,20,20
27,2023-07-28,Papas Fritas,Snacks,1,3,3
35,2023-07-28,Jabón de Baño,Cuidado Personal,1,2,2
35,2023-07-28,Agua Mineral 5L,Bebidas/Panadería,1,4,4
39,2023-07-28,Vodka,Licores,1,18,18
35,2023-07-28,Jabón de Baño,Cuidado Personal,1,2,2
27,2023-07-28,Jamón Serrano (100g),Snacks,1,8,8
13,2023-07-28,Afeitadoras,Cuidado Personal,1,4,4
27,2023-07-28,Jamón Serrano (100g),Snacks,1,8,8
5,2023-07-28,Vodka,Licores,1,18,18
